id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,year_built,year_tier,Closed,home_link,wikipedia_link,keywords,score
26435,VABI,medium_airport,Bilaspur Airport,21.98839951,82.11100006,899,IN-CT,,0,VABI,PAB,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Bilaspur_Airport,,250
26441,VADN,medium_airport,Daman Airport,20.43440056,72.84320068,33,IN-DD,,0,VADN,NMB,,1950,1950,n,,http://en.wikipedia.org/wiki/Daman_Airport,,250
26552,VIDD,medium_airport,Safdarjung Airport,28.58449936,77.20580292,705,IN-DL,,0,VIDD,,,1929,1950,n,,http://en.wikipedia.org/wiki/Safdarjung_Airport,,250
26452,VAKS,medium_airport,Keshod Airport,21.31710052,70.270401,167,IN-GJ,,0,VAKS,IXK,,n/a,#N/A,n,,,,250
26559,VIHR,medium_airport,Hissar Airport,29.17939949,75.75530243,700,IN-HR,,0,VIHR,HSS,,1965,1965,n,,,,250
26575,VISA,medium_airport,Sirsa Air Force Station,29.56060028,75.00610352,650,IN-HR,,0,VISA,,,n/a,#N/A,n,,,,250
26581,VIUX,medium_airport,Udhampur Air Force Station,32.90219879,75.15619659,2066,IN-JK,,0,VIUX,,,n/a,#N/A,n,,,,250
26432,VAAK,medium_airport,Akola Airport,20.6989994,77.05860138,999,IN-MM,,0,VAAK,AKD,,1943,1950,n,,,,250
26457,VARG,medium_airport,Ratnagiri Airport,17.0135994,73.32779694,305,IN-MM,,0,VARG,RTC,,1973,1975,n,,,,250
26443,VAGN,small_airport,Guna Airport,24.654699,77.347298,1600,IN-MP,,0,VAGN,GUX,,n/a,#N/A,y,,,,250
26568,VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,IN-PB,,0,VILD,LUH,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Sahnewal_Airport,,250
26564,VIJR,medium_airport,Jaisalmer Airport,26.88870049,70.86499786,751,IN-RJ,,0,VIJR,JSA,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Jaisalmer_Airport,Jaisalmer Air Force Station,250
26508,VEKR,medium_airport,Kailashahar Airport,24.30820084,92.00720215,79,IN-TR,,0,VEKR,IXH,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Kailashahar_Airport,,250
26516,VEPH,medium_airport,Panagarh Air Force Station,23.47430038,87.42749786,240,IN-WB,,0,VEPH,,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Panagarh_Airport,,250
26549,VIBY,medium_airport,Bareilly Air Force Station,28.42210007,79.45079803,580,IN-UP,Bareilly,0,VIBY,BEK,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Trishul_Air-base,Trishul Air Base,250
26543,VIBK,medium_airport,Nal Airport,28.07060051,73.2071991,750,IN-RJ,Bikaner,0,VIBK,BKB,,n/a,#N/A,n,,,Nal Air Force Station,250
26500,VEGK,medium_airport,Gorakhpur Airport,26.73970032,83.4496994,259,IN-UP,Gorakhpur,1,VEGK,GOP,,n/a,#N/A,n,http://www.aai.aero/allAirports/gorakhpur.jsp,http://en.wikipedia.org/wiki/Gorakhpur_Airport,Gorakhpur Air Force Station,250
3312,VE44,medium_airport,Hashimara Air Force Station,26.69829941,89.36910248,340,IN-WB,Jalpaiguri,0,VE44,,VE44,n/a,#N/A,n,,,,250
26449,VAKE,medium_airport,Kandla Airport,23.11269951,70.10030365,96,IN-GJ,Kandla,0,VAKE,IXY,,1950,1950,n,http://aai.aero/allAirports/kandla_generalinfo.jsp,http://en.wikipedia.org/wiki/Kandla_Airport,,250
26573,VIPT,medium_airport,Pantnagar Airport,29.03339958,79.47370148,769,IN-UP,Pantnagar,0,VIPT,PGH,,n/a,#N/A,n,,,Panthnagar,250
26624,VOSM,medium_airport,Salem Airport,11.7833004,78.06559753,1008,IN-TN,Salem,0,VOSM,SXV,,1993,1995,n,,https://en.wikipedia.org/wiki/Salem_Airport_(India),,250
3343,VO94,small_airport,Campbell Bay Airport,7.013040066,93.92279816,16,IN-AN,,0,VO94,,VO94,n/a,#N/A,n,,,,50
3317,VE67,small_airport,Machuka Advanced Landing Ground,28.60245801,94.12613869,7900,IN-AR,,0,VE67,,VE67,n/a,#N/A,n,,,,50
3320,VE91,small_airport,Vijaynagar Advanced Landing Ground,27.1935997,97.00370026,4167,IN-AR,,0,VE91,,VE91,n/a,#N/A,n,,,,50
3308,VE24,small_airport,Sookerating Airport,27.55290031,95.57060242,400,IN-AS,,0,VE24,,VE24,n/a,#N/A,n,,,,50
30356,VERU,small_airport,Rupsi India Airport,26.13969994,89.91000366,131,IN-AS,,0,VERU,RUP,,n/a,#N/A,n,,,,50
3311,VE41,small_airport,Giridih Airport,24.20190048,86.28980255,1000,IN-BR,,0,VE41,,VE41,n/a,#N/A,n,,,,50
3315,VE54,small_airport,Daltonganj Airport,24.01930046,84.0951004,803,IN-BR,,0,VE54,,VE54,n/a,#N/A,n,,,,50
26518,VEPU,small_airport,Purnea Airport,25.75959969,87.41000366,129,IN-BR,,0,VEPU,,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Purnea_Airport,,50
30325,VERL,small_airport,Raxaul Airport,26.9666996,84.83329773,259,IN-BR,,0,VERL,,,n/a,#N/A,n,,,,50
26442,VADS,small_airport,Deesa Airport,24.26790047,72.20439911,485,IN-GJ,,0,VADS,,,n/a,#N/A,n,,,,50
3322,VI20,small_airport,Bhilwara Airport,28.07710075,76.20500183,955,IN-HR,,0,VI20,,VI20,n/a,#N/A,n,,,,50
3323,VI40,small_airport,Karnal Airport,29.71409988,77.03749847,829,IN-HR,,0,VI40,,VI40,n/a,#N/A,n,,,,50
3331,VI71,small_airport,Kalka Airport,30.8245697,76.88365173,1700,IN-HR,,0,VI71,,VI71,n/a,#N/A,n,,,,50
29775,VECK,small_airport,Chakulia Airport,22.4605999,86.70780182,430,IN-JH,,0,VECK,,,n/a,#N/A,y,,,,50
3325,VI57,small_airport,Thoise Airport,34.65259933,77.37580109,10046,IN-JK,,0,VI57,,VI57,n/a,#N/A,n,,,,50
3327,VI65,small_airport,Kargil Airport,34.52429962,76.15589905,9604,IN-JK,,0,VI65,,VI65,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Kargil_Airport,,50
3328,VI66,small_airport,Fukche Advanced Landing Ground,32.93740082,79.21320343,13700,IN-JK,,0,VI66,,VI66,n/a,#N/A,n,,,,50
26541,VIAW,small_airport,Awantipur Air Force Station,33.87659836,74.97570038,5393,IN-JK,,0,VIAW,,,n/a,#N/A,n,,,,50
42716,IN-0003,small_airport,Daulat Beg Oldi Advanced Landing Ground,35.39646671,77.92896509,16200,IN-JK,,0,,,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Daulat_Beg_Oldi_Advanced_Landing_Ground,,50
3283,VA1B,small_airport,Chanda Airport,19.99469948,79.22250366,625,IN-MM,,0,VA1B,,VA1B,n/a,#N/A,n,,,,50
3293,VA1M,small_airport,Karad Airport,17.28590012,74.15809631,1890,IN-MM,,0,VA1M,,VA1M,n/a,#N/A,n,,,,50
3303,IN-VA47,small_airport,Jalgaon Airport,20.96220016,75.62670135,800,IN-MM,,0,VA47,,VA47,n/a,#N/A,n,,,,50
3305,IN-VA53,small_airport,Dhulia Airport,20.92650032,74.73709869,920,IN-MM,,0,VA53,,VA53,n/a,#N/A,n,,,,50
3284,VA1C,small_airport,Birlagram Airport,23.44689941,75.42030334,1541,IN-MP,,0,VA1C,,VA1C,n/a,#N/A,n,,,,50
3287,VA1F,small_airport,Sidhi Airport,24.40229988,81.81479645,1093,IN-MP,,0,VA1F,,VA1F,n/a,#N/A,n,,,,50
3290,VA1J,small_airport,Dhana Airport,23.75359917,78.85579681,1706,IN-MP,,0,VA1J,,VA1J,n/a,#N/A,n,,,,50
3292,VA1L,small_airport,Amla Airport,21.92639923,78.11360168,2435,IN-MP,,0,VA1L,,VA1L,n/a,#N/A,n,,,,50
3294,VA1N,small_airport,Nimach Airport,24.43079948,74.86779785,1617,IN-MP,,0,VA1N,,VA1N,n/a,#N/A,n,,,,50
3295,VA1O,small_airport,Burhar Airport,23.23520088,81.50370026,1500,IN-MP,,0,VA1O,,VA1O,n/a,#N/A,n,,,,50
3300,VA2D,small_airport,Ratlam Airport,23.38139915,75.02559662,1702,IN-MP,,0,VA2D,,VA2D,n/a,#N/A,n,,,,50
3321,VE96,small_airport,Thuniabhand Airport,22.00160027,78.91719818,2182,IN-MP,,0,VE96,,VE96,n/a,#N/A,n,,,,50
3334,VI76,small_airport,Band Tal Airport,26.00009918,78.26180267,790,IN-MP,,0,VI76,,VI76,n/a,#N/A,n,,,,50
3316,VE62,small_airport,Cuttack Airport,20.5496006,85.88629913,115,IN-OR,,0,VE62,,VE62,n/a,#N/A,n,,,,50
26505,VEJH,small_airport,Jharsuguda Airport,21.91349983,84.05039978,751,IN-OR,,0,VEJH,,,n/a,#N/A,n,,,,50
26522,VEUK,small_airport,Utkela Airport,20.09740067,83.18379974,680,IN-OR,,0,VEUK,,,n/a,#N/A,n,,,,50
3336,VI88,small_airport,Jallowal Airport,31.55999947,75.34130096,741,IN-PB,,0,VI88,,VI88,n/a,#N/A,n,,,,50
26542,VIAX,small_airport,Adampur Air Force Station,31.43379974,75.75879669,775,IN-PB,,0,VIAX,,,n/a,#N/A,n,,,,50
26560,VIHX,small_airport,Halwara Air Force Station,30.74850082,75.62979889,790,IN-PB,,0,VIHX,,,1950,1950,n,,http://en.wikipedia.org/wiki/Halwara_Air_Force_Base,,50
3289,VA1H,small_airport,Ondwa Airport,25.14150047,74.6115036,1450,IN-RJ,,0,VA1H,,VA1H,n/a,#N/A,n,,,,50
3297,VA2A,small_airport,Phalodi Airport,27.11289978,72.38899994,781,IN-RJ,,0,VA2A,,VA2A,n/a,#N/A,n,,,,50
3302,IN-VA38,small_airport,Sirohi Airport,24.89509964,72.84590149,1000,IN-RJ,,0,VA38,,VA38,n/a,#N/A,n,,,,50
3304,IN-VA51,small_airport,Banswara Airport,23.5897007,74.31269836,700,IN-RJ,,0,VA51,,VA51,n/a,#N/A,n,,,,50
3306,IN-VA74,small_airport,Abu Road Airport,24.49419975,72.78150177,875,IN-RJ,,0,VA74,,VA74,n/a,#N/A,n,,,,50
3324,VI43,small_airport,Suratgarh New Airport,29.38780022,73.90390015,554,IN-RJ,,0,VI43,,VI43,n/a,#N/A,n,,,Phalodi Air Force Station,50
3329,VI69,small_airport,Jhunjhunu Airport,28.1067009,75.37560272,1110,IN-RJ,,0,VI69,,VI69,n/a,#N/A,n,,,,50
3330,VI70,small_airport,Pilani New Airport,28.34880066,75.59369659,1100,IN-RJ,,0,VI70,,VI70,n/a,#N/A,n,,,,50
3332,VI73,small_airport,Nagaur Airport,27.20829964,73.71140289,950,IN-RJ,,0,VI73,,VI73,n/a,#N/A,n,,,,50
3338,VO26,small_airport,Kovilpatti Airport,9.153889656,77.82119751,325,IN-TN,,0,VO26,,VO26,n/a,#N/A,n,,,,50
3344,VO95,small_airport,Hosur Airport,12.66129971,77.76719666,3116,IN-TN,,0,VO95,,VO95,n/a,#N/A,n,,,,50
26601,VOAR,small_airport,Arkonam Airport,13.07120037,79.69120026,265,IN-TN,,0,VOAR,,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Arakkonam_Naval_Air_Station,Arakkonam Naval Air Base,50
30005,VEKM,small_airport,Kamalpur Airport,24.13170052,91.81420135,131,IN-TR,,0,VEKM,IXQ,,n/a,#N/A,n,,,,50
3285,VA1D,small_airport,Muirpur Airport,24.12520027,83.04060364,1122,IN-UP,,0,VA1D,,VA1D,n/a,#N/A,n,,,,50
3298,VA2B,small_airport,Meerut Sw Airport,28.9048996,77.6772995,732,IN-UP,,0,VA2B,,VA2B,n/a,#N/A,n,,,,50
3333,VI75,small_airport,Kalyanpur Airport,26.52039909,80.23290253,400,IN-UP,,0,VI75,,VI75,n/a,#N/A,n,,,,50
3335,VI82,small_airport,Bharkot Airport,30.58289909,78.3234024,2983,IN-UP,,0,VI82,,VI82,n/a,#N/A,n,,,,50
3337,VI90,small_airport,Akbarpur Airport,26.44759941,82.56819916,288,IN-UP,,0,VI90,,VI90,n/a,#N/A,n,,,,50
26553,VIDF,small_airport,Pithorgarh Airport,29.59359932,80.23919678,4910,IN-UP,,0,VIDF,,,n/a,#N/A,n,,,,50
26556,VIDX,small_airport,Hindon Air Force Station,28.70770073,77.35890198,700,IN-UP,,0,VIDX,,,n/a,#N/A,n,,,,50
26561,VIJN,small_airport,Jhansi Airport,25.49119949,78.55840302,801,IN-UP,,0,VIJN,,,n/a,#N/A,n,,,,50
26577,VISP,small_airport,Sarsawa Air Force Station,29.9939003,77.4253006,891,IN-UP,,0,VISP,,,n/a,#N/A,n,,,Sarsawan,50
3307,VE23,small_airport,Burnpur Airport,23.63150024,86.97550201,310,IN-WB,,0,VE23,,VE23,n/a,#N/A,n,,,,50
26510,VELP,medium_airport,Lengpui Airport,23.84059906,92.61969757,1398,IN-MZ,Aizawl,1,VELP,AJL,,1998,2000,n,http://www.aai.aero/allAirports/lengpui.jsp,http://en.wikipedia.org/wiki/Lengpui_Airport,,50
32206,VEBG,small_airport,Balurghat Airport,25.26169968,88.79560089,78,IN-WB,Balurghat,0,VEBG,RGH,,n/a,#N/A,y,,,,50
3309,VEPI,small_airport,Barrackpore Air Force Station,22.78100014,88.35919952,18,IN-WB,Barrackpore,0,VEPI,,VE31,n/a,#N/A,n,,,,50
29689,VEBA,small_airport,Behala Airport,22.5042305,88.29342651,10,IN-WB,Behala,0,VEBA,,,n/a,#N/A,n,,,Parnasree,50
26630,VOTX,small_airport,Tambaram Air Force Station,12.90719986,80.12190247,90,IN-TN,Chennai,0,VOTX,,,n/a,#N/A,n,,,,50
26495,VECA,small_airport,Chabua Air Force Station,27.46220016,95.11769867,367,IN-AS,Dibrugarh,0,VECA,,,1939,1950,n,,http://en.wikipedia.org/wiki/Chabua_Air_Force_Base,,50
32589,VODK,closed,Dunakonda Airport,15.8063,79.4882,472,IN-AP,Dunakonda,0,VODK,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Donakonda_Airport,,50
31698,IN-JGB,small_airport,Jagdalpur Airport,19.07430077,82.03679657,1822,IN-CT,Jagdalpur,0,,JGB,,n/a,#N/A,n,,,,50
32183,VEJP,small_airport,Jeypore Airport,18.87999916,82.55200195,1952,IN-OR,Jeypore,0,VEJP,PYB,,n/a,#N/A,n,,,"Jeypur, Jaypur",50
31691,VEKW,small_airport,Khowai Airport,24.06189919,91.60389709,95,IN-TR,Khowai,0,VEKW,IXN,,n/a,#N/A,y,,,,50
32576,VILP,small_airport,Lalitpur Airport,24.71699905,78.41699982,1204,IN-UP,Lalitpur,0,VILP,,,n/a,#N/A,n,,,,50
3341,VO55,medium_airport,Murod Kond Airport,18.41150093,76.46469879,2136,IN-MM,Latur,1,VALT,LTU,VO55,1991,1995,y,,http://en.wikipedia.org/wiki/Latur_Airport,,50
26544,VIBL,small_airport,Bakshi Ka Talab Air Force Station,26.98830032,80.89309692,385,IN-UP,Lucknow,0,VIBL,,,n/a,#N/A,n,,,,50
31799,VEMH,small_airport,Malda Airport,25.03300095,88.13300323,79,IN-WB,Malda,0,VEMH,LDA,,n/a,#N/A,y,,,English Bazar,50
31996,VOMY,small_airport,Mysore Airport,12.30720043,76.64969635,2349,IN-KA,Mysore,0,VOMY,MYQ,,n/a,#N/A,n,,,Mysuru,50
30180,VAND,medium_airport,Nanded Airport,19.18330002,77.3167038,1250,IN-MM,Nanded,1,VAND,NDC,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Nanded_Airport,,50
26515,VENP,small_airport,Nawapara Airport,20.87000084,82.51959991,1058,IN-CT,Nawapara,0,VENP,,,n/a,#N/A,n,,,,50
42723,IN-NVY,small_airport,Neyveli Airport,11.61295605,79.5273819,184,IN-TN,Neyveli,0,VONV,NVY,,n/a,#N/A,n,,,,50
31692,VEPG,small_airport,Pasighat Airport,28.06609917,95.33560181,477,IN-AR,Pasighat,0,VEPG,IXT,,1962,1965,n,,http://en.wikipedia.org/wiki/Pasighat_Airport,,50
32215,IN-RJI,small_airport,Rajouri Airport,33.37789917,74.31520081,3000,IN-JK,Rajouri,0,,RJI,,n/a,#N/A,n,,,Rajauri,50
32591,VORM,small_airport,Ramnad Naval Air Station,9.325090408,78.97149658,16,IN-TN,Ramnad,0,VORM,,,n/a,#N/A,n,,,Ramanathapuram,50
26503,VEHK,small_airport,Hirakud Airport,21.5802002,84.00569916,658,IN-OR,Sambalpur,0,VEHK,,,n/a,#N/A,n,,,,50
26460,VASL,medium_airport,Solapur Airport,17.62800026,75.93479919,1584,IN-MM,Solapur,0,VASL,SSE,,1948,1950,n,,http://en.wikipedia.org/wiki/Solapur_Airport,Sholapur,50
32433,IN-TEI,small_airport,Tezu Airport,27.94120026,96.13439941,800,IN-AR,Tezu,0,VETJ,TEI,,2018,2018,n,,http://en.wikipedia.org/wiki/Tezu_Airport,Teju New Airport,50
26626,VOTJ,small_airport,Tanjore Air Force Base,10.72239971,79.10160065,253,IN-TN,Thanjavur,0,VOTJ,TJV,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Tanjore_Air_Force_Base,Tanjavur,50
3342,VO80,small_airport,Tuticorin Airport,8.724241,78.025803,129,IN-TN,Thoothukudi,1,VOTK,TCR,,n/a,#N/A,n,,https://en.wikipedia.org/wiki/Tuticorin_Airport,"VO80, Tuticorin Southwest Airport",50
3318,VE85,small_airport,Bentayan Airport,23.0951004,75.88529968,1666,IN-MP,Ujjain,0,,,,n/a,#N/A,y,,,VE85,50
32592,VOVR,small_airport,Vellore Airport,12.90880013,79.06680298,764,IN-TN,Vellore,0,VOVR,,,n/a,#N/A,n,,,,50
32647,VOWA,small_airport,Warangal Airport,17.9144001,79.60220337,935,IN-TG,Warrangal,0,VOWA,WGC,,1930,1950,y,http://aai.aero/allAirports/warrangal.jsp,http://en.wikipedia.org/wiki/Warangal_Airport,Warrangal,50
35130,IN-0002,heliport,Tawang Air Force Station,27.58846092,91.87769318,8756,IN-AR,,0,,,,n/a,#N/A,n,,,,25
35129,IN-0001,heliport,Siachen Glacier AFS Airport,35.5,77,22000,IN-JK,,0,,,,n/a,#N/A,n,,,,25
26497,VECO,small_airport,Cooch Behar Airport,26.33049965,89.46720123,138,IN-WB,,0,VECO,COH,,n/a,#N/A,y,,,,1
42731,IN-0010,small_airport,Walong Advanced Landing Ground,28.129673,97.01966095,,IN-AR,,0,,,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Walong,,0
301058,IN-0075,heliport,Itanagar (Naharlagun),27.111675,93.69610556,,IN-AR,,0,,,,n/a,#N/A,n,,,,0
301059,IN-0076,heliport,Itanagar (Naharlagun),27.111675,93.69610556,466,IN-AR,,0,,,,n/a,#N/A,n,,,,0
46282,IN-0016,closed,Ledo Airfield,27.3025,95.737222,,IN-AS,,0,,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Ledo_Airfield,,0
46285,IN-0019,closed,Dinjan Airfield,27.538017,95.269447,,IN-AS,,0,,,,1942,1950,y,,http://en.wikipedia.org/wiki/Dinjan_Airfield,,0
300448,IN-0066,small_airport,Madhubani Airport,26.32916667,86.06,,IN-BR,,0,,,,n/a,#N/A,n,,,,0
300449,IN-0067,small_airport,Madhubani Airport,26.32916667,86.06,,IN-BR,,0,,,,n/a,#N/A,n,,,,0
311047,IN-0091,small_airport,saharsa airstrip,25.89194444,86.5825,,IN-BR,,0,,,,n/a,#N/A,n,,,,0
301046,IN-0072,small_airport,Raigarh Airport (JSPL),21.93528056,83.35021389,,IN-CT,,0,,,,n/a,#N/A,n,,,,0
306912,IN-0081,heliport,Annandale Helipad,31.11138889,77.15694444,6120,IN-HP,,0,,,,n/a,#N/A,n,,,,0
306913,IN-0082,heliport,Ajog Helipad,32.92194444,76.458,7460,IN-HP,,0,,,,n/a,#N/A,n,,,,0
309944,IN-0089,small_airport,Noamundi Airport,22.19222222,85.54888889,,IN-JH,,0,,,,n/a,#N/A,n,,,,0
42717,IN-0004,heliport,Leh Helipad,34.12866974,77.53653717,10682,IN-JK,,0,,,,n/a,#N/A,n,,,,0
301040,IN-0070,small_airport,Vijayanagar Aerodrome (JSW),15.17496667,76.63494722,1670,IN-KA,,0,VOJV,VDY,,2004,2005,n,,http://en.wikipedia.org/wiki/Vidyanagar_Airport,,0
301043,IN-0071,small_airport,Baldota Koppal Aerodrome,15.36009444,76.22005278,,IN-KA,,0,,,,n/a,#N/A,n,,,,0
315328,IN-0095,heliport,Perunad Helipad,9.3539,76.86489,,IN-KL,,1,,,,n/a,#N/A,n,,https://en.wikipedia.org/wiki/Perunad#Heliport,"Perunad Heliport, Sabarimala Helipad, Kerala helipad,",0
42729,IN-0008,heliport,Kavaratti Helipad,10.54166794,72.61604309,,IN-LD,,0,,,,n/a,#N/A,n,,,,0
44582,IN-0015,small_airport,Baljek Airport,25.66148758,90.34503937,,IN-ML,,1,,,,n/a,#N/A,n,,,,0
44475,IN-0014,closed,Koirengei Airstrip,24.87245941,93.92568207,,IN-MN,,0,,,,n/a,#N/A,y,,,,0
46623,IN-0060,small_airport,Khargon Govt. Airstrip,21.81003019,75.55443764,,IN-MP,,0,,,,n/a,#N/A,n,,,"Khargon, Khargone, Khargoan",0
309587,IN-0086,small_airport,CHINDWARA AIRFIELD,22,78.93,,IN-MP,,0,,,,n/a,#N/A,n,,,,0
46550,IN-0027,heliport,Thuampui Helipad,23.74586667,92.73673333,3214,IN-MZ,,0,,,,n/a,#N/A,n,,,Zemabawk Helipad,0
46551,IN-0028,heliport,Pukpui Helipad,22.94226667,92.76885,,IN-MZ,,0,,,,n/a,#N/A,n,,,"Lunglei,helipad",0
46552,IN-0029,heliport,Lunglei Helipad,22.86838333,92.7633,,IN-MZ,,0,,,,n/a,#N/A,n,,,,0
46554,IN-0031,heliport,Vairengte Helipad,24.47891667,92.75393333,,IN-MZ,,0,,,,n/a,#N/A,n,,,,0
301049,IN-0073,small_airport,Angul Airport (JSPL),20.91195,85.03258333,,IN-OR,,0,,,,n/a,#N/A,n,,,,0
311049,IN-0092,small_airport,Jajpur ( Sukinda ) Airstrip,21.03194444,85.75388889,400,IN-OR,,0,,,R,n/a,#N/A,n,,,,0
311106,IN-0093,small_airport,Vedanta Lanjigarh Airstrip,19.71944444,83.39361111,,IN-OR,,0,,,,n/a,#N/A,n,,,,0
312280,IN-0094,closed,no airport,20.46668667,83.48333056,,IN-OR,,0,,,,n/a,#N/A,y,,,,0
308280,IN-0084,closed,Salwas,26.141647,73.097062,,IN-RJ,,0,,,,n/a,#N/A,y,,,,0
308281,IN-0085,small_airport,Airport,26.436257,73.102823,,IN-RJ,,0,,,,n/a,#N/A,n,,,,0
42730,IN-0009,heliport,Gangtok Helipad,27.35569763,88.61410522,,IN-SK,,0,,,,n/a,#N/A,n,,,,0
44362,IN-0012,small_airport,Pakyong Airport (Under Construction),27.2313,88.587196,4590,IN-SK,,0,,,,2018,2018,n,,https://en.wikipedia.org/wiki/Pakyong_Airport,,0
42721,IN-0005,closed,Kayathar Airstrip,8.971388817,77.82062531,,IN-TN,,0,,,,n/a,#N/A,y,,,,0
42722,IN-0006,closed,Chettinad Airstrip,10.16499615,78.79376984,,IN-TN,,0,,,,n/a,#N/A,y,,,,0
46287,IN-0020,closed,Ulundurpet Airstrip,11.68854875,79.32137489,,IN-TN,,0,,,,n/a,#N/A,y,,,,0
46628,IN-0063,closed,Cholavaram Airstrip,13.21024193,80.1523447,,IN-TN,,0,,,,n/a,#N/A,y,,,,0
300715,IN-0069,small_airport,Sultanpur,26.2475,82.0425,,IN-UP,,1,,,,n/a,#N/A,n,,,,0
46283,IN-0017,closed,Dudhkundi Airfield,22.32459157,87.10741997,,IN-WB,,0,,,,1942,1950,y,,http://en.wikipedia.org/wiki/Dudhkundi_Airfield,,0
46284,IN-0018,closed,Piardoba Airfield,22.98950855,87.29959488,,IN-WB,,0,,,,1943,1950,y,,http://en.wikipedia.org/wiki/Piardoba_Airfield,,0
302122,IN-0078,closed,Bishnupur Airfield,23.03392669,87.35486984,,IN-WB,,0,,,,n/a,#N/A,y,,,,0
302134,IN-0079,closed,Guskhara Airfield,23.471667,87.794167,,IN-WB,,0,,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Guskhara_Airfield,,0
302135,IN-0080,closed,Pandaveswar Airfield,23.64130052,87.34869003,,IN-WB,,0,,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Pandaveswar_Airfield,,0
46556,IN-0033,small_airport,Aamby Valley Airport,18.60961667,73.37758333,2262,IN-MM,Aamby Valley City,0,,,,n/a,#N/A,n,,,,0
317900,IN-0096,small_airport,Akli Airport,25.8077,70.2943,230,IN-RJ,Akli,0,,,,n/a,#N/A,n,,,,0
298454,VIAH,small_airport,Dhanipur Airstrip,27.86085631,78.14686775,,IN-UP,Aligarth,0,VIAH,,,n/a,#N/A,n,,,,0
299082,IN-0065,small_airport,Amravati (Belora) Airstrip,20.81334851,77.71790743,1125,IN-MM,Amravati,0,,,,1992,1995,n,,http://en.wikipedia.org/wiki/Amravati_Airport,,0
43966,IN-0011,medium_airport,Jakkur Aerodrome,13.07674,77.597645,3013,IN-KA,Bengaluru,0,VOJK,,,1948,1950,n,,https://en.wikipedia.org/wiki/Jakkur_Aerodrome,,0
306915,IN-0083,heliport,Bilaspur Helipad,31.34513889,76.75675,1685,IN-HP,Bilaspur,0,,,,n/a,#N/A,n,,,,0
46574,IN-0051,heliport,"Aviation Research Centre, RAW Headquarter Helipad",30.70645,77.8615,,IN-UP,Chakrata,0,,,,n/a,#N/A,n,,,,0
44474,VEDZ,small_airport,Daporijo Airport,27.98550034,94.22280121,750,IN-AR,Daporijo,0,VEDZ,DEP,,n/a,#N/A,n,,http://en.wikipedia.org/wiki/Daporijo_Airport,"Deparijo, Daparizo, Deparizo, DAE",0
46610,IN-0058,closed,Dhubulia Airstrip,23.49298469,88.45401764,,IN-WB,Dhubulia,0,,,,n/a,#N/A,y,,,Dhubalia,0
46611,IN-0059,closed,Digri Airstrip,22.78544033,87.36225128,,IN-WB,Digri,0,,,,n/a,#N/A,y,,,,0
317984,IN-0100,small_airport,Sido Kanhu Airport,24.231185,87.269989,470,IN-JH,Dumka,0,,,,n/a,#N/A,n,,,Anasol,0
317982,VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300,IN-WB,Durgapur,1,VEDG,RDP,,2015,2015,n,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport",0
317983,IN-0099,small_airport,Durgapur Steel Plant Airport,23.58331,87.339787,290,IN-WB,Durgapur,0,,,,n/a,#N/A,n,,,,0
46512,IN-0025,small_airport,Faizabad Airport,26.7511282,82.1543651,350,IN-UP,Faizabad,1,,,,n/a,#N/A,n,,,,0
46566,IN-0043,heliport,STC BSF Indian Army Helipad,24.3267,93.67546667,,IN-MN,Gangpimual,0,,,,n/a,#N/A,n,,,,0
46567,IN-0044,heliport,PAP Complex Heliport,31.29208333,75.6072,766,IN-PB,Jalandhar,0,,,,n/a,#N/A,n,,,,0
46608,IN-0056,closed,Kalyan airstrip,19.17921973,73.13918352,,IN-MM,Kalyan,0,,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Kalyan_International_Airport,,0
46607,IN-0055,closed,Kanchrapara Airfield,22.92293299,88.45992923,,IN-WB,Kanchrapara,0,,,,n/a,#N/A,y,,http://en.wikipedia.org/wiki/Kanchrapara_Airfield,Calcutta,0
46568,IN-0045,heliport,Catholic Medical Centre Helipad,24.8062,93.94275,,IN-MN,Kangla,0,,,,n/a,#N/A,n,,,,0
